label,content,clean,norm,stop,token,stem
negatif,"halo lazada .. ini gimana ceritanya ? paket saya gak sampe sampe..padahal pake prioritas loh...pesan dari tgl 27 Agustus,terus dipastikan sampai 29 Agustus sampai...setelah 29 ada notip di undur tgl 1 . skrg sudah tgl 1 . sampai skrg pun barang gak sampai...udah di chat lazada nya..katanya barang sudah ditangan kurir sejak tgl 30...tapi sampai hari jni barang gak sampai sampai",halo lazada ini gimana ceritanya paket saya gak sampe sampepadahal pake prioritas lohpesan dari tgl 27 agustusterus dipastikan sampai 29 agustus sampaisetelah 29 ada notip di undur tgl 1 skrg sudah tgl 1 sampai skrg pun barang gak sampaiudah di chat lazada nyakatanya barang sudah ditangan kurir sejak tgl 30tapi sampai hari jni barang gak sampai sampai, halo lazada ini gimana ceritanya paket saya tidak sampe sampepadahal pake prioritas lohpesan dari tgl 27 agustusterus dipastikan sampai 29 agustus sampaisetelah 29 ada notip di undur tgl 1 skrg sudah tgl 1 sampai skrg pun barang tidak sampaiudah di chat lazada nyakatanya barang sudah ditangan kurir sejak tgl 30tapi sampai hari jni barang tidak sampai sampai , halo lazada gimana ceritanya paket sampe sampepadahal pake prioritas lohpesan tgl 27 agustusterus dipastikan 29 agustus sampaisetelah 29 notip undur tgl 1 skrg tgl 1 skrg barang sampaiudah chat lazada nyakatanya barang ditangan kurir sejak tgl 30tapi hari jni barang tidak sampai ,"['halo', 'lazada', 'gimana', 'ceritanya', 'paket', 'sampe', 'sampepadahal', 'pake', 'prioritas', 'lohpesan', 'tgl', '27', 'agustusterus', 'dipastikan', '29', 'agustus', 'sampaisetelah', '29', 'notip', 'undur', 'tgl', '1', 'skrg', 'tgl', '1', 'skrg', 'barang', 'sampaiudah', 'chat', 'lazada', 'nyakatanya', 'barang', 'ditangan', 'kurir', 'sejak', 'tgl', '30tapi', 'hari', 'jni', 'barang', 'tidak', 'sampai']",halo lazada gimana cerita paket sampe sampepadahal pake prioritas lohpesan tgl 27 agustusterus pasti 29 agustus sampaisetelah 29 notip undur tgl 1 skrg tgl 1 skrg barang sampaiudah chat lazada nyakatanya barang tang kurir sejak tgl 30tapi hari jni barang tidak sampai
netral,jujur itu mahal dgn jujur maka akan di mudahkan segalanya,jujur itu mahal dgn jujur maka akan di mudahkan segalanya, jujur itu mahal dgn jujur maka akan di mudahkan segalanya , jujur mahal dgn jujur akan mudahkan segalanya ,"['jujur', 'mahal', 'dgn', 'jujur', 'akan', 'mudahkan', 'segalanya']",jujur mahal dgn jujur akan mudah segala
negatif,no rekomendasi...pesen tgl 29 agustus...masa estimasi sampai tgl 6 sd 9 september 🤣...uninstal lbh baik,no rekomendasipesen tgl 29 agustusmasa estimasi sampai tgl 6 sd 9 september uninstal lbh baik, no rekomendasipesen tgl 29 agustusmasa estimasi sampai tgl 6 sd 9 september uninstal lbh baik , no rekomendasipesen tgl 29 agustusmasa estimasi tgl 6 sd 9 september uninstal lbh ,"['no', 'rekomendasipesen', 'tgl', '29', 'agustusmasa', 'estimasi', 'tgl', '6', 'sd', '9', 'september', 'uninstal', 'lbh']",no rekomendasipesen tgl 29 agustusmasa estimasi tgl 6 sd 9 september uninstal lbh
negatif,"niat ga si ini aplikasi,mau daftar aja susah bngt",niat ga si ini aplikasimau daftar aja susah bngt, niat tidak si ini aplikasimau daftar aja susah bngt , niat si aplikasimau daftar aja susah bngt ,"['niat', 'si', 'aplikasimau', 'daftar', 'aja', 'susah', 'bngt']",niat si aplikasimau daftar aja susah bngt
positif,gece,gece, gece , gece ,['gece'],gece
netral,lumayan halus lembut kain yah,lumayan halus lembut kain yah, lumayan halus lembut kain yah , lumayan halus lembut kain yah ,"['lumayan', 'halus', 'lembut', 'kain', 'yah']",lumayan halus lembut kain yah
positif,good,good, good , good ,['good'],good
negatif,gila ongkir lazada mahal kali 79 rb pas mau checkout jadi 300 rb hadee,gila ongkir lazada mahal kali 79 rb pas mau checkout jadi 300 rb hadee, gila ongkir lazada mahal kali 79 rb pas mau checkout jadi 300 rb hadee , gila ongkir lazada mahal kali 79 rb pas mau checkout jadi 300 rb hadee ,"['gila', 'ongkir', 'lazada', 'mahal', 'kali', '79', 'rb', 'pas', 'mau', 'checkout', 'jadi', '300', 'rb', 'hadee']",gila ongkir lazada mahal kali 79 rb pas mau checkout jadi 300 rb hadee
negatif,"tidak bisa login, ribet amat",tidak bisa login ribet amat, tidak bisa login ribet amat , bisa login ribet ,"['bisa', 'login', 'ribet']",bisa login ribet
negatif,kecewa sama lazada baru juga make katanya dapat promo seribu tapi produknya banyak yg ga bisa giliran udah bisa udah dipesen eh malah cancel sendiri padahal g dibatalin tiba2 ada notif pesananmu telah dibatalkan,kecewa sama lazada baru juga make katanya dapat promo seribu tapi produknya banyak yg ga bisa giliran udah bisa udah dipesen eh malah cancel sendiri padahal g dibatalin tiba2 ada notif pesananmu telah dibatalkan, kecewa sama lazada baru juga make katanya dapat promo seribu tapi produknya banyak yang tidak bisa giliran udah bisa udah dipesen eh malah cancel sendiri padahal g dibatalin tiba2 ada notif pesananmu telah dibatalkan , kecewa sama lazada juga make katanya promo seribu produknya yang giliran udah bisa udah dipesen eh malah cancel sendiri padahal g dibatalin tiba2 notif pesananmu dibatalkan ,"['kecewa', 'sama', 'lazada', 'juga', 'make', 'katanya', 'promo', 'seribu', 'produknya', 'yang', 'giliran', 'udah', 'bisa', 'udah', 'dipesen', 'eh', 'malah', 'cancel', 'sendiri', 'padahal', 'g', 'dibatalin', 'tiba2', 'notif', 'pesananmu', 'dibatalkan']",kecewa sama lazada juga make kata promo ribu produk yang gilir udah bisa udah sen eh malah cancel sendiri padahal g dibatalin tiba2 notif pesan batal
negatif,"Kenapa gabisa klaim voucher pengguna baru ya? padahal baru install dan baru bikin akun, niatnya mau coba aplikasi ini, tapi udah dikasih ketidaknyamanan",kenapa gabisa klaim voucher pengguna baru ya padahal baru install dan baru bikin akun niatnya mau coba aplikasi ini tapi udah dikasih ketidaknyamanan, kenapa gabisa klaim voucher pengguna baru ya padahal baru install dan baru bikin akun niatnya mau coba aplikasi ini tapi udah dikasih ketidaknyamanan , gabisa klaim voucher pengguna ya padahal install baru bikin akun niatnya mau coba aplikasi tapi udah dikasih ketidaknyamanan ,"['gabisa', 'klaim', 'voucher', 'pengguna', 'ya', 'padahal', 'install', 'baru', 'bikin', 'akun', 'niatnya', 'mau', 'coba', 'aplikasi', 'tapi', 'udah', 'dikasih', 'ketidaknyamanan']",gabisa klaim voucher guna ya padahal install baru bikin akun niat mau coba aplikasi tapi udah kasih ketidaknyamanan
positif,pengiriman Dan pengemasan barang cepat Dan rapi👍🏻👍🏻👍🏻,pengiriman dan pengemasan barang cepat dan rapi, pengiriman dan pengemasan barang cepat dan rapi , pengiriman pengemasan barang cepat rapi ,"['pengiriman', 'pengemasan', 'barang', 'cepat', 'rapi']",kirim emas barang cepat rapi
negatif,"knp sya tdk bisa transaksi di lazada paylater, padahal limitnya 1,6 jt",knp sya tdk bisa transaksi di lazada paylater padahal limitnya 16 jt, knp sya tidak bisa transaksi di lazada paylater padahal limitnya 16 jt , knp sya bisa transaksi lazada paylater padahal limitnya 16 jt ,"['knp', 'sya', 'bisa', 'transaksi', 'lazada', 'paylater', 'padahal', 'limitnya', '16', 'jt']",knp sya bisa transaksi lazada paylater padahal limit 16 jt
positif,"mantap lazada,tapi kalau bisa ongkirnya kurangin",mantap lazadatapi kalau bisa ongkirnya kurangin, mantap lazadatapi kalau bisa ongkirnya kurangin , mantap lazadatapi bisa ongkirnya kurangin ,"['mantap', 'lazadatapi', 'bisa', 'ongkirnya', 'kurangin']",mantap lazadatapi bisa ongkirnya rangin
positif,"sangat suka berbelanja di lazada,namun seler rekanannya sering nipu, makanya saya sangat penasaran....",sangat suka berbelanja di lazadanamun seler rekanannya sering nipu makanya saya sangat penasaran, sangat suka berbelanja di lazadanamun seler rekanannya sering nipu makanya saya sangat penasaran , suka berbelanja lazadanamun seler rekanannya sering nipu makanya sangat penasaran ,"['suka', 'berbelanja', 'lazadanamun', 'seler', 'rekanannya', 'sering', 'nipu', 'makanya', 'sangat', 'penasaran']",suka belanja lazadanamun seler rekan sering nipu makanya sangat penasaran
positif,ok,ok, ok , ,[],
positif,saya sangat suka,saya sangat suka, saya sangat suka , sangat suka ,"['sangat', 'suka']",sangat suka
positif,mantappppp,mantappppp, mantappppp , mantappppp ,['mantappppp'],mantappppp
netral,banyakin lagi produk yg murah tapi berkualitas,banyakin lagi produk yg murah tapi berkualitas, banyakin lagi produk yang murah tapi berkualitas , banyakin produk murah berkualitas ,"['banyakin', 'produk', 'murah', 'berkualitas']",banyakin produk murah kualitas
positif,cepat,cepat, cepat , cepat ,['cepat'],cepat
negatif,"Saya sudah simpan banyak barang di keranjang,tapi kawan saya yg sudah pesan duluan kok barangnya tidak sesuai yg di gambar,padahal sudah bayar mahal mau lanjut check out tapi masih ragu🥺",saya sudah simpan banyak barang di keranjangtapi kawan saya yg sudah pesan duluan kok barangnya tidak sesuai yg di gambarpadahal sudah bayar mahal mau lanjut check out tapi masih ragu, saya sudah simpan banyak barang di keranjangtapi kawan saya yang sudah pesan duluan kok barangnya tidak sesuai yang di gambarpadahal sudah bayar mahal mau lanjut check out tapi masih ragu , simpan barang keranjangtapi kawan pesan duluan kok barangnya sesuai yang di gambarpadahal sudah bayar mahal mau lanjut check out masih ragu ,"['simpan', 'barang', 'keranjangtapi', 'kawan', 'pesan', 'duluan', 'kok', 'barangnya', 'sesuai', 'yang', 'di', 'gambarpadahal', 'sudah', 'bayar', 'mahal', 'mau', 'lanjut', 'check', 'out', 'masih', 'ragu']",simpan barang keranjangtapi kawan pesan duluan kok barang sesuai yang di gambarpadahal sudah bayar mahal mau lanjut check out masih ragu
positif,mantap,mantap, mantap , mantap ,['mantap'],mantap
positif,lebih mudah belanja apa saja hanya d lazada,lebih mudah belanja apa saja hanya d lazada, lebih mudah belanja apa saja hanya d lazada , mudah belanja saja d lazada ,"['mudah', 'belanja', 'saja', 'd', 'lazada']",mudah belanja saja d lazada
positif,mudah dan lengkap,mudah dan lengkap, mudah dan lengkap , mudah lengkap ,"['mudah', 'lengkap']",mudah lengkap
positif,poko nya engga perah kecewa blanja di lazada dan mau blnja apapun semu ada dan harga nya terjangkau mudah dan terpercaya,poko nya engga perah kecewa blanja di lazada dan mau blnja apapun semu ada dan harga nya terjangkau mudah dan terpercaya, poko nya engga perah kecewa blanja di lazada dan mau blnja apapun semu ada dan harga nya terjangkau mudah dan terpercaya , poko nya engga perah kecewa blanja lazada mau blnja apapun semu harga nya terjangkau mudah dan terpercaya ,"['poko', 'nya', 'engga', 'perah', 'kecewa', 'blanja', 'lazada', 'mau', 'blnja', 'apapun', 'semu', 'harga', 'nya', 'terjangkau', 'mudah', 'dan', 'terpercaya']",poko nya engga perah kecewa blanja lazada mau blnja apa semu harga nya jangkau mudah dan percaya
positif,oke,oke, oke , oke ,['oke'],oke
netral,👍👍,,  ,  ,[],
negatif,apk sial gua udah hampir 5 tahun pake lazada tapi baru ini duit gua di sedot 503000 RB tanpa alesan apapun babi,apk sial gua udah hampir 5 tahun pake lazada tapi baru ini duit gua di sedot 503000 rb tanpa alesan apapun babi, apk sial gua udah hampir 5 tahun pake lazada tapi baru ini duit gua di sedot 503000 rb tanpa alesan apapun babi , apk sial gua udah hampir 5 tahun pake lazada baru duit gua sedot 503000 rb alesan apapun babi ,"['apk', 'sial', 'gua', 'udah', 'hampir', '5', 'tahun', 'pake', 'lazada', 'baru', 'duit', 'gua', 'sedot', '503000', 'rb', 'alesan', 'apapun', 'babi']",apk sial gua udah hampir 5 tahun pake lazada baru duit gua sedot 503000 rb alesan apa babi
netral,Terima kasih lazada sudah membantu menyelesaikan masalah kaca mata saya dengan pengembalian dana...tinggal menunggu ditransfr ke rekening saja..nanti saya perbaharui lagi ulasannya..,terima kasih lazada sudah membantu menyelesaikan masalah kaca mata saya dengan pengembalian danatinggal menunggu ditransfr ke rekening sajananti saya perbaharui lagi ulasannya, terima kasih lazada sudah membantu menyelesaikan masalah kaca mata saya dengan pengembalian danatinggal menunggu ditransfr ke rekening sajananti saya perbaharui lagi ulasannya , terima kasih lazada membantu menyelesaikan masalah kaca mata dengan pengembalian danatinggal menunggu ditransfr rekening sajananti perbaharui ulasannya ,"['terima', 'kasih', 'lazada', 'membantu', 'menyelesaikan', 'masalah', 'kaca', 'mata', 'dengan', 'pengembalian', 'danatinggal', 'menunggu', 'ditransfr', 'rekening', 'sajananti', 'perbaharui', 'ulasannya']",terima kasih lazada bantu selesai masalah kaca mata dengan kembali danatinggal tunggu ditransfr rekening sajananti baharu ulas
positif,bagus,bagus, bagus , bagus ,['bagus'],bagus
negatif,"kenapa penarikn saldo dibatas aneh sprti ngasih limit pinjaman d bts, pngembalian dana tdk tentu , penarikn d bts ngaco lazada bkin konsumen sgt kcewa !",kenapa penarikn saldo dibatas aneh sprti ngasih limit pinjaman d bts pngembalian dana tdk tentu penarikn d bts ngaco lazada bkin konsumen sgt kcewa, kenapa penarikn saldo dibatas aneh sprti ngasih limit pinjaman d bts pngembalian dana tidak tentu penarikn d bts ngaco lazada bkin konsumen sgt kcewa , penarikn saldo dibatas aneh sprti ngasih limit pinjaman d bts pngembalian dana tentu penarikn d bts ngaco lazada bkin konsumen sgt kcewa ,"['penarikn', 'saldo', 'dibatas', 'aneh', 'sprti', 'ngasih', 'limit', 'pinjaman', 'd', 'bts', 'pngembalian', 'dana', 'tentu', 'penarikn', 'd', 'bts', 'ngaco', 'lazada', 'bkin', 'konsumen', 'sgt', 'kcewa']",penarikn saldo batas aneh sprti ngasih limit pinjam d bts pngembalian dana tentu penarikn d bts ngaco lazada bkin konsumen sgt kcewa
negatif,kagak jelas nih apk,kagak jelas nih apk, kagak jelas nih apk , kagak jelas nih apk ,"['kagak', 'jelas', 'nih', 'apk']",kagak jelas nih apk
positif,sangat memuaskan,sangat memuaskan, sangat memuaskan , memuaskan ,['memuaskan'],muas
positif,Aman cepat dan terpercaya,aman cepat dan terpercaya, aman cepat dan terpercaya , aman cepat terpercaya ,"['aman', 'cepat', 'terpercaya']",aman cepat percaya
positif,proses apa aj cepat,proses apa aj cepat, proses apa aj cepat , proses aj cepat ,"['proses', 'aj', 'cepat']",proses aj cepat
positif,lazada mantap,lazada mantap, lazada mantap , lazada mantap ,"['lazada', 'mantap']",lazada mantap
negatif,totong diperbaiki sekaran pengiriman nya sering lambat,totong diperbaiki sekaran pengiriman nya sering lambat, totong diperbaiki sekaran pengiriman nya sering lambat , totong diperbaiki sekaran pengiriman nya sering lambat ,"['totong', 'diperbaiki', 'sekaran', 'pengiriman', 'nya', 'sering', 'lambat']",totong baik sekar kirim nya sering lambat
positif,sungguh luar biasa tepat waktu,sungguh luar biasa tepat waktu, sungguh luar biasa tepat waktu , sungguh luar biasa tepat waktu ,"['sungguh', 'luar', 'biasa', 'tepat', 'waktu']",sungguh luar biasa tepat waktu
negatif,"sebenarnya 1 bintang pun tak layak, karena masih banyak penjual yang tidak memperhatikan standar barang yang di jual dan banyak penipu berkeliaran berkedok diskon,sekian ulasan dari saya mohon untuk di tindak lanjut in atau aplikasi ini akan terancam di tutup karena oknum oknum tersebut",sebenarnya 1 bintang pun tak layak karena masih banyak penjual yang tidak memperhatikan standar barang yang di jual dan banyak penipu berkeliaran berkedok diskonsekian ulasan dari saya mohon untuk di tindak lanjut in atau aplikasi ini akan terancam di tutup karena oknum oknum tersebut, sebenarnya 1 bintang pun tak layak karena masih banyak penjual yang tidak memperhatikan standar barang yang di jual dan banyak penipu berkeliaran berkedok diskonsekian ulasan dari saya mohon untuk di tindak lanjut in atau aplikasi ini akan terancam di tutup karena oknum oknum tersebut , sebenarnya 1 bintang tak layak masih penjual tidak memperhatikan standar barang jual banyak penipu berkeliaran berkedok diskonsekian ulasan saya mohon di tindak lanjut in aplikasi akan terancam di tutup oknum oknum tersebut ,"['sebenarnya', '1', 'bintang', 'tak', 'layak', 'masih', 'penjual', 'tidak', 'memperhatikan', 'standar', 'barang', 'jual', 'banyak', 'penipu', 'berkeliaran', 'berkedok', 'diskonsekian', 'ulasan', 'saya', 'mohon', 'di', 'tindak', 'lanjut', 'in', 'aplikasi', 'akan', 'terancam', 'di', 'tutup', 'oknum', 'oknum', 'tersebut']",benar 1 bintang tak layak masih jual tidak perhati standar barang jual banyak tipu liar kedok diskonsekian ulas saya mohon di tindak lanjut in aplikasi akan ancam di tutup oknum oknum sebut
positif,"aplikasi yang memudahkan berbelanja, jika ada keluhan cepat merespon dan jika ada kendala cepat di atasi, terima kasih lazada 👍, sukses selalu lazada 🙏",aplikasi yang memudahkan berbelanja jika ada keluhan cepat merespon dan jika ada kendala cepat di atasi terima kasih lazada sukses selalu lazada, aplikasi yang memudahkan berbelanja jika ada keluhan cepat merespon dan jika ada kendala cepat di atasi terima kasih lazada sukses selalu lazada , aplikasi memudahkan berbelanja keluhan cepat merespon jika ada kendala cepat atasi terima kasih lazada sukses selalu lazada ,"['aplikasi', 'memudahkan', 'berbelanja', 'keluhan', 'cepat', 'merespon', 'jika', 'ada', 'kendala', 'cepat', 'atasi', 'terima', 'kasih', 'lazada', 'sukses', 'selalu', 'lazada']",aplikasi mudah belanja keluh cepat merespon jika ada kendala cepat atas terima kasih lazada sukses selalu lazada
